file,material,condition,angle_deg,wavelength,norm_path,mask_path,mean_defect,mean_bg,std_bg,CNR,SNR,sharpness_varLapl,entropy,glare_ratio,defect_area_pct
C:\Users\engsa\Desktop\said_AI_proc\metal\undefected\45deg\white\metal_undefected_45deg_white.bmp,metal,undefected,45,white,C:\Users\engsa\Desktop\said_AI_proc\metal\undefected\45deg\white\metal_undefected_45deg_white_norm.png,C:\Users\engsa\Desktop\said_AI_proc\metal\undefected\45deg\white\metal_undefected_45deg_white_mask.png,107.80816513983225,21.51171586715867,10.014174275222663,8.617430344326097,2.4048613125940417,27370.171875,6.97901384630447,3.350949754901961e-05,4.125956616370507
C:\Users\engsa\Desktop\said_AI_proc\metal\undefected\45deg\red\metal_undefected_45deg_red.bmp,metal,undefected,45,red,C:\Users\engsa\Desktop\said_AI_proc\metal\undefected\45deg\red\metal_undefected_45deg_red_norm.png,C:\Users\engsa\Desktop\said_AI_proc\metal\undefected\45deg\red\metal_undefected_45deg_red_mask.png,67.99897071720912,3.744287922608956,1.3462388031126669,47.72903785423178,1.4476247098136028,36122.91796875,6.4860840065658305,0.0,3.2749948937908493
C:\Users\engsa\Desktop\said_AI_proc\plastic\defected\45deg\blue\plastic_defected_45deg_blue.bmp,plastic,defected,45,blue,C:\Users\engsa\Desktop\said_AI_proc\plastic\defected\45deg\blue\plastic_defected_45deg_blue_norm.png,C:\Users\engsa\Desktop\said_AI_proc\plastic\defected\45deg\blue\plastic_defected_45deg_blue_mask.png,102.71281461952725,23.01728333499551,10.696460254330814,7.450645296631134,2.38750876922969,42422.796875,7.430367570567521,0.0,0.8851892807904412
C:\Users\engsa\Desktop\said_AI_proc\plastic\defected\45deg\green\plastic_defected_45deg_green.bmp,plastic,defected,45,green,C:\Users\engsa\Desktop\said_AI_proc\plastic\defected\45deg\green\plastic_defected_45deg_green_norm.png,C:\Users\engsa\Desktop\said_AI_proc\plastic\defected\45deg\green\plastic_defected_45deg_green_mask.png,71.23126840060624,36.488024832951034,12.223144521798783,2.8424145280859623,2.21062840313725,52504.19921875,7.4294436769681145,0.0,4.579870685253268
C:\Users\engsa\Desktop\said_AI_proc\plastic\defected\45deg\white\plastic_defected_45deg_white.bmp,plastic,defected,45,white,C:\Users\engsa\Desktop\said_AI_proc\plastic\defected\45deg\white\plastic_defected_45deg_white_norm.png,C:\Users\engsa\Desktop\said_AI_proc\plastic\defected\45deg\white\plastic_defected_45deg_white_mask.png,132.73300268650547,35.209651441109,11.84529949279371,8.233084465675727,2.723606554373939,14501.921875,7.403547253035513,0.0,0.09651932061887256
C:\Users\engsa\Desktop\said_AI_proc\plastic\defected\45deg\red\plastic_defected_45deg_red.bmp,plastic,defected,45,red,C:\Users\engsa\Desktop\said_AI_proc\plastic\defected\45deg\red\plastic_defected_45deg_red_norm.png,C:\Users\engsa\Desktop\said_AI_proc\plastic\defected\45deg\red\plastic_defected_45deg_red_mask.png,95.20937840785169,10.209352248927894,6.092371044178762,13.951879414852941,1.865347790493366,37784.87109375,7.385444481180242,0.0,1.774188272314134
C:\Users\engsa\Desktop\said_AI_proc\plastic\undefected\45deg\blue\plastic_undefected_45deg_blue.bmp,plastic,undefected,45,blue,C:\Users\engsa\Desktop\said_AI_proc\plastic\undefected\45deg\blue\plastic_undefected_45deg_blue_norm.png,C:\Users\engsa\Desktop\said_AI_proc\plastic\undefected\45deg\blue\plastic_undefected_45deg_blue_mask.png,86.60738882917313,24.778418270669192,11.451217051783896,5.399336182250784,2.455631336917764,43840.28125,7.3695696975541365,0.0,1.0020536534926472
C:\Users\engsa\Desktop\said_AI_proc\plastic\undefected\45deg\green\plastic_undefected_45deg_green.bmp,plastic,undefected,45,green,C:\Users\engsa\Desktop\said_AI_proc\plastic\undefected\45deg\green\plastic_undefected_45deg_green_norm.png,C:\Users\engsa\Desktop\said_AI_proc\plastic\undefected\45deg\green\plastic_undefected_45deg_green_mask.png,72.21937368010502,33.88311309464446,11.667545273456756,3.2857177484174134,2.270268312441247,53411.8828125,7.375155419045128,0.0,2.096777024611928
C:\Users\engsa\Desktop\said_AI_proc\plastic\undefected\45deg\white\plastic_undefected_45deg_white.bmp,plastic,undefected,45,white,C:\Users\engsa\Desktop\said_AI_proc\plastic\undefected\45deg\white\plastic_undefected_45deg_white_norm.png,C:\Users\engsa\Desktop\said_AI_proc\plastic\undefected\45deg\white\plastic_undefected_45deg_white_mask.png,150.05123825789923,35.87906153385858,11.777119678322288,9.694405749666718,2.7878629966928927,14092.078125,7.359232076222429,0.0,0.28028301164215685
C:\Users\engsa\Desktop\said_AI_proc\plastic\undefected\45deg\red\plastic_undefected_45deg_red.bmp,plastic,undefected,45,red,C:\Users\engsa\Desktop\said_AI_proc\plastic\undefected\45deg\red\plastic_undefected_45deg_red_norm.png,C:\Users\engsa\Desktop\said_AI_proc\plastic\undefected\45deg\red\plastic_undefected_45deg_red_mask.png,91.97334826533157,13.18359678867059,7.220983567233094,10.91122154524599,1.9392960646379749,37733.96875,7.3334267034583105,0.0,4.238931493821487
